,sample_num,Observed,Shannon,InvSimpson,full_site,site,zone,site_zone,sample,spp,year,time,season,seq_run,even
65,120,584,5.018757122,43.00073886,Carysfort,UK2,Offshore,UK2-O,UK2-O_120,srad,2015,Pre,Spring,run1,0.787886207
66,1201,81,0.969195938,1.362503727,W Washer,LK1,Inshore,LK1-I,LK1-I_1201,ssid,2018,Post,Fall,run2,0.22055004
67,1202,85,1.549146291,2.118225583,W Washer,LK1,Inshore,LK1-I,LK1-I_1202,ssid,2018,Post,Fall,run2,0.348698604
68,1203,63,0.75845181,1.270198428,W Washer,LK1,Inshore,LK1-I,LK1-I_1203,ssid,2018,Post,Fall,run2,0.183062309
69,1204,101,1.722303398,2.464695029,W Washer,LK1,Inshore,LK1-I,LK1-I_1204,ssid,2018,Post,Fall,run2,0.373187091
70,1205,36,0.424740146,1.141153309,W Washer,LK1,Inshore,LK1-I,LK1-I_1205,ssid,2018,Post,Fall,run2,0.118525995
71,1208,405,5.540347311,172.4829324,W Washer,LK1,Inshore,LK1-I,LK1-I_1208,ssid,2018,Post,Fall,run2,0.922793392
72,1209,148,1.733095175,1.856665408,W Washer,LK1,Inshore,LK1-I,LK1-I_1209,ssid,2018,Post,Fall,run2,0.346812399
73,121,420,4.531620305,28.88358898,Basin Hill,UK2,Inshore,UK2-I,UK2-I_121,ssid,2015,Pre,Spring,run1,0.750236624
74,122,80,2.762847728,6.251982027,Basin Hill,UK2,Inshore,UK2-I,UK2-I_122,ssid,2015,Pre,Spring,run1,0.630495421
75,1221,225,4.222879812,22.48030847,E Sambo,LK1,Offshore,LK1-O,LK1-O_1221,srad,2018,Post,Fall,run2,0.77969009
76,1223,119,1.733973941,2.248524205,E Sambo,LK1,Offshore,LK1-O,LK1-O_1223,srad,2018,Post,Fall,run2,0.362822585
77,1225,148,3.055696623,6.794960908,E Sambo,LK1,Offshore,LK1-O,LK1-O_1225,srad,2018,Post,Fall,run2,0.611480253
78,1226,86,1.210402626,1.527854087,E Sambo,LK1,Offshore,LK1-O,LK1-O_1226,srad,2018,Post,Fall,run2,0.271735127
79,1227,171,3.475349037,12.41932536,E Sambo,LK1,Offshore,LK1-O,LK1-O_1227,srad,2018,Post,Fall,run2,0.675919184
80,1228,50,2.634040984,6.543634485,E Sambo,LK1,Offshore,LK1-O,LK1-O_1228,srad,2018,Post,Fall,run2,0.6733194
81,123,159,3.803594279,20.29330598,Basin Hill,UK2,Inshore,UK2-I,UK2-I_123,ssid,2015,Pre,Spring,run1,0.750378016
82,1230,228,2.207122253,3.664158933,E Sambo,LK1,Offshore,LK1-O,LK1-O_1230,ssid,2018,Post,Fall,run2,0.406517176
83,1231,36,0.381822917,1.118701143,E Sambo,LK1,Offshore,LK1-O,LK1-O_1231,ssid,2018,Post,Fall,run2,0.106549714
84,1232,131,1.458819835,1.65544473,E Sambo,LK1,Offshore,LK1-O,LK1-O_1232,ssid,2018,Post,Fall,run2,0.299232982
85,1233,584,5.723218621,176.8474143,E Sambo,LK1,Offshore,LK1-O,LK1-O_1233,ssid,2018,Post,Fall,run2,0.898478428
86,1234,338,5.181763603,89.66306506,E Sambo,LK1,Offshore,LK1-O,LK1-O_1234,ssid,2018,Post,Fall,run2,0.889871675
87,1235,121,2.799804127,4.861403863,E Sambo,LK1,Offshore,LK1-O,LK1-O_1235,ssid,2018,Post,Fall,run2,0.583804505
88,1237,176,4.190018479,25.19105333,E Sambo,LK1,Offshore,LK1-O,LK1-O_1237,ssid,2018,Post,Fall,run2,0.810372585
89,124,127,3.281324753,11.18150293,Basin Hill,UK2,Inshore,UK2-I,UK2-I_124,ssid,2015,Pre,Spring,run1,0.677373663
90,125,112,2.274022776,2.912382141,Basin Hill,UK2,Inshore,UK2-I,UK2-I_125,ssid,2015,Pre,Spring,run1,0.48193776
91,126,92,3.126195528,9.340698043,Basin Hill,UK2,Inshore,UK2-I,UK2-I_126,ssid,2015,Pre,Spring,run1,0.691362605
92,127,76,2.554146845,5.120278113,Basin Hill,UK2,Inshore,UK2-I,UK2-I_127,ssid,2015,Pre,Spring,run1,0.589772365
93,128,145,3.755269408,18.63243811,Basin Hill,UK2,Inshore,UK2-I,UK2-I_128,ssid,2015,Pre,Spring,run1,0.754565063
94,129,180,3.810957726,11.17453545,Basin Hill,UK2,Inshore,UK2-I,UK2-I_129,ssid,2015,Pre,Spring,run1,0.733870478
95,130,29,1.002258502,2.145078952,Basin Hill,UK2,Inshore,UK2-I,UK2-I_130,ssid,2015,Pre,Spring,run1,0.297644921
96,141,549,4.263474933,24.38388559,Basin Hill,UK2,Inshore,UK2-I,UK2-I_141,srad,2015,Pre,Spring,run1,0.67587324
97,143,709,5.385629434,59.04870062,Basin Hill,UK2,Inshore,UK2-I,UK2-I_143,srad,2015,Pre,Spring,run1,0.820497863
98,144,417,4.508155361,36.04329508,Basin Hill,UK2,Inshore,UK2-I,UK2-I_144,srad,2015,Pre,Spring,run1,0.747238676
99,145,872,5.739677283,152.0202542,Basin Hill,UK2,Inshore,UK2-I,UK2-I_145,srad,2015,Pre,Spring,run1,0.847711681
100,147,537,5.16926855,65.09114663,Basin Hill,UK2,Inshore,UK2-I,UK2-I_147,srad,2015,Pre,Spring,run1,0.822346503
101,148,484,5.499471464,112.3556961,Basin Hill,UK2,Inshore,UK2-I,UK2-I_148,srad,2015,Pre,Spring,run1,0.889582001
102,149,1151,6.075621942,88.07531677,Basin Hill,UK2,Inshore,UK2-I,UK2-I_149,srad,2015,Pre,Spring,run1,0.861987637
103,150,280,4.458123067,41.68030904,Basin Hill,UK2,Inshore,UK2-I,UK2-I_150,srad,2015,Pre,Spring,run1,0.791178266
104,2,178,3.229564816,9.592164569,E Sambo,LK1,Offshore,LK1-O,LK1-O_2,ssid,2015,Pre,Spring,run1,0.623253516
105,21,1010,6.271776701,271.2211381,E Sambo,LK1,Offshore,LK1-O,LK1-O_21,srad,2015,Pre,Spring,run1,0.906626713
106,22,1714,6.807237436,385.8445248,E Sambo,LK1,Offshore,LK1-O,LK1-O_22,srad,2015,Pre,Spring,run1,0.914142167
107,23,1227,5.790194512,71.50958912,E Sambo,LK1,Offshore,LK1-O,LK1-O_23,srad,2015,Pre,Spring,run1,0.814106853
108,24,806,5.582341549,91.42436345,E Sambo,LK1,Offshore,LK1-O,LK1-O_24,srad,2015,Pre,Spring,run1,0.834170905
109,25,1285,5.770883604,74.30053998,E Sambo,LK1,Offshore,LK1-O,LK1-O_25,srad,2015,Pre,Spring,run1,0.806156642
110,26,1303,6.328673579,182.808665,E Sambo,LK1,Offshore,LK1-O,LK1-O_26,srad,2015,Pre,Spring,run1,0.882361817
111,27,957,6.005710458,156.0025048,E Sambo,LK1,Offshore,LK1-O,LK1-O_27,srad,2015,Pre,Spring,run1,0.87498288
112,28,1556,6.241319156,154.1225773,E Sambo,LK1,Offshore,LK1-O,LK1-O_28,srad,2015,Pre,Spring,run1,0.84917366
113,29,1294,6.458755519,290.3108648,E Sambo,LK1,Offshore,LK1-O,LK1-O_29,srad,2015,Pre,Spring,run1,0.901369256
114,3,337,4.567970359,48.02240525,E Sambo,LK1,Offshore,LK1-O,LK1-O_3,ssid,2015,Pre,Spring,run1,0.784863448
115,30,1055,4.982059938,30.52157421,E Sambo,LK1,Offshore,LK1-O,LK1-O_30,srad,2015,Pre,Spring,run1,0.71567994
116,31,64,1.999488418,3.596654552,Rocky Top,UK1,Offshore,UK1-O,UK1-O_31,ssid,2015,Pre,Spring,run1,0.480775338
117,32,105,2.499131217,3.984297843,Rocky Top,UK1,Offshore,UK1-O,UK1-O_32,ssid,2015,Pre,Spring,run1,0.536990225
118,33,202,3.928615019,17.03626856,Rocky Top,UK1,Offshore,UK1-O,UK1-O_33,ssid,2015,Pre,Spring,run1,0.740093613
119,35,39,0.90376308,1.489418175,Rocky Top,UK1,Offshore,UK1-O,UK1-O_35,ssid,2015,Pre,Spring,run1,0.246689743
120,36,136,2.678528797,5.492546266,Rocky Top,UK1,Offshore,UK1-O,UK1-O_36,ssid,2015,Pre,Spring,run1,0.545230402
121,37,200,3.344887465,9.916812923,Rocky Top,UK1,Offshore,UK1-O,UK1-O_37,ssid,2015,Pre,Spring,run1,0.63131127
122,38,128,3.679549114,19.62918369,Rocky Top,UK1,Offshore,UK1-O,UK1-O_38,ssid,2015,Pre,Spring,run1,0.758352466
123,39,143,3.038016345,8.629290292,Rocky Top,UK1,Offshore,UK1-O,UK1-O_39,ssid,2015,Pre,Spring,run1,0.612152217
124,4,936,5.632516337,62.22114176,E Sambo,LK1,Offshore,LK1-O,LK1-O_4,ssid,2015,Pre,Spring,run1,0.823272859
125,40,861,5.56979983,98.86360311,Rocky Top,UK1,Offshore,UK1-O,UK1-O_40,ssid,2015,Pre,Spring,run1,0.824167201
126,5,1819,5.970872659,74.76878315,E Sambo,LK1,Offshore,LK1-O,LK1-O_5,ssid,2015,Pre,Spring,run1,0.795475501
127,51,2550,6.990501952,392.4598361,Rocky Top,UK1,Offshore,UK1-O,UK1-O_51,srad,2015,Pre,Spring,run1,0.891208165
128,52,883,4.332826793,6.950097022,Rocky Top,UK1,Offshore,UK1-O,UK1-O_52,srad,2015,Pre,Spring,run1,0.63874673
129,53,1362,6.25736052,176.0492924,Rocky Top,UK1,Offshore,UK1-O,UK1-O_53,srad,2015,Pre,Spring,run1,0.867065597
130,54,1937,6.029703891,63.26653047,Rocky Top,UK1,Offshore,UK1-O,UK1-O_54,srad,2015,Pre,Spring,run1,0.79664249
131,55,699,5.881055581,139.4702279,Rocky Top,UK1,Offshore,UK1-O,UK1-O_55,srad,2015,Pre,Spring,run1,0.89791896
132,56,748,5.022964982,33.40824501,Rocky Top,UK1,Offshore,UK1-O,UK1-O_56,srad,2015,Pre,Spring,run1,0.759053816
133,57,1071,5.971557194,106.9373152,Rocky Top,UK1,Offshore,UK1-O,UK1-O_57,srad,2015,Pre,Spring,run1,0.855971797
134,58,1312,6.240930475,223.9380524,Rocky Top,UK1,Offshore,UK1-O,UK1-O_58,srad,2015,Pre,Spring,run1,0.869294158
135,59,779,5.927269843,177.4729805,Rocky Top,UK1,Offshore,UK1-O,UK1-O_59,srad,2015,Pre,Spring,run1,0.890246322
136,6,548,4.98922471,18.70840955,E Sambo,LK1,Offshore,LK1-O,LK1-O_6,ssid,2015,Pre,Spring,run1,0.791152381
137,60,1136,6.006165349,128.9339342,Rocky Top,UK1,Offshore,UK1-O,UK1-O_60,srad,2015,Pre,Spring,run1,0.853722252
138,61,129,2.578147065,4.276967731,Cheeca Rocks,UK1,Inshore,UK1-I,UK1-I_61,ssid,2015,Pre,Spring,run1,0.530503413
139,62,105,3.192535775,9.105687458,Cheeca Rocks,UK1,Inshore,UK1-I,UK1-I_62,ssid,2015,Pre,Spring,run1,0.68598259
140,63,175,3.488568233,12.03493753,Cheeca Rocks,UK1,Inshore,UK1-I,UK1-I_63,ssid,2015,Pre,Spring,run1,0.675452623
141,64,122,3.03555112,8.407030569,Cheeca Rocks,UK1,Inshore,UK1-I,UK1-I_64,ssid,2015,Pre,Spring,run1,0.631877149
142,65,113,3.276214269,10.66364166,Cheeca Rocks,UK1,Inshore,UK1-I,UK1-I_65,ssid,2015,Pre,Spring,run1,0.693028454
143,66,189,4.03215979,23.00916937,Cheeca Rocks,UK1,Inshore,UK1-I,UK1-I_66,ssid,2015,Pre,Spring,run1,0.769239679
144,67,120,3.277326873,11.99725761,Cheeca Rocks,UK1,Inshore,UK1-I,UK1-I_67,ssid,2015,Pre,Spring,run1,0.684560319
145,68,207,3.021390236,4.103672665,Cheeca Rocks,UK1,Inshore,UK1-I,UK1-I_68,ssid,2015,Pre,Spring,run1,0.566575954
146,69,189,3.111056891,6.260773765,Cheeca Rocks,UK1,Inshore,UK1-I,UK1-I_69,ssid,2015,Pre,Spring,run1,0.593515269
147,7,947,5.347031266,37.81258364,E Sambo,LK1,Offshore,LK1-O,LK1-O_7,ssid,2015,Pre,Spring,run1,0.78021274
148,70,168,3.153996431,7.62745835,Cheeca Rocks,UK1,Inshore,UK1-I,UK1-I_70,ssid,2015,Pre,Spring,run1,0.615538369
149,701,282,3.215420763,4.760598991,Cheeca Rocks,UK1,Inshore,UK1-I,UK1-I_701,ssid,2017,Irma,Fall,run1,0.569917356
150,702,321,4.083338999,11.64713887,Cheeca Rocks,UK1,Inshore,UK1-I,UK1-I_702,ssid,2017,Irma,Fall,run1,0.707507694
151,704,330,3.720067302,6.278676539,Cheeca Rocks,UK1,Inshore,UK1-I,UK1-I_704,ssid,2017,Irma,Fall,run1,0.641491268
152,705,13,0.664790976,1.390570897,Cheeca Rocks,UK1,Inshore,UK1-I,UK1-I_705,ssid,2017,Irma,Fall,run1,0.259182886
153,706,137,2.770342789,4.698133036,Cheeca Rocks,UK1,Inshore,UK1-I,UK1-I_706,ssid,2017,Irma,Fall,run1,0.563079986
154,707,335,3.699976767,7.537769156,Cheeca Rocks,UK1,Inshore,UK1-I,UK1-I_707,ssid,2017,Irma,Fall,run1,0.636376625
155,708,82,2.414567935,4.83400484,Cheeca Rocks,UK1,Inshore,UK1-I,UK1-I_708,ssid,2017,Irma,Fall,run1,0.547928697
156,709,112,2.099601852,2.876774809,Cheeca Rocks,UK1,Inshore,UK1-I,UK1-I_709,ssid,2017,Irma,Fall,run1,0.444972418
157,710,953,5.792850232,76.00051241,Cheeca Rocks,UK1,Inshore,UK1-I,UK1-I_710,ssid,2017,Irma,Fall,run1,0.844486216
158,711,413,4.27087626,10.11331992,Cheeca Rocks,UK1,Inshore,UK1-I,UK1-I_711,ssid,2017,Irma,Fall,run1,0.709041823
159,725,320,4.300744344,17.66122504,Cheeca Rocks,UK1,Inshore,UK1-I,UK1-I_725,ssid,2017,Irma,Fall,run1,0.745579926
160,726,400,2.989331464,3.448193013,Cheeca Rocks,UK1,Inshore,UK1-I,UK1-I_726,srad,2017,Irma,Fall,run1,0.498931679
161,727,133,2.391868144,5.158356959,Cheeca Rocks,UK1,Inshore,UK1-I,UK1-I_727,srad,2017,Irma,Fall,run1,0.48909967
162,729,775,5.998201979,236.1746493,Cheeca Rocks,UK1,Inshore,UK1-I,UK1-I_729,srad,2017,Irma,Fall,run1,0.901597095
163,731,443,4.360513019,17.24227306,Cheeca Rocks,UK1,Inshore,UK1-I,UK1-I_731,srad,2017,Irma,Fall,run1,0.715592532
164,732,582,4.941218677,35.71128387,Cheeca Rocks,UK1,Inshore,UK1-I,UK1-I_732,srad,2017,Irma,Fall,run1,0.776131566
165,733,808,5.561454826,49.48506144,Cheeca Rocks,UK1,Inshore,UK1-I,UK1-I_733,srad,2017,Irma,Fall,run1,0.830742142
166,735,1385,6.03965847,53.1207482,Cheeca Rocks,UK1,Inshore,UK1-I,UK1-I_735,srad,2017,Irma,Fall,run1,0.834961733
167,761,69,1.758555507,2.331800686,Rocky Top,UK1,Offshore,UK1-O,UK1-O_761,ssid,2017,Irma,Fall,run1,0.415330957
168,762,25,0.913575944,1.728108469,Rocky Top,UK1,Offshore,UK1-O,UK1-O_762,ssid,2017,Irma,Fall,run1,0.283818325
169,763,132,2.44939609,3.492543951,Rocky Top,UK1,Offshore,UK1-O,UK1-O_763,ssid,2017,Irma,Fall,run1,0.501637406
170,764,86,2.606597681,8.656583381,Rocky Top,UK1,Offshore,UK1-O,UK1-O_764,ssid,2017,Irma,Fall,run1,0.585180613
171,765,357,3.923435014,15.11767537,Rocky Top,UK1,Offshore,UK1-O,UK1-O_765,ssid,2017,Irma,Fall,run1,0.667507891
172,766,47,1.816194619,2.552620265,Rocky Top,UK1,Offshore,UK1-O,UK1-O_766,ssid,2017,Irma,Fall,run1,0.471720777
173,767,187,2.181261169,2.970091779,Rocky Top,UK1,Offshore,UK1-O,UK1-O_767,ssid,2017,Irma,Fall,run1,0.416978757
174,768,74,1.782694277,2.575994796,Rocky Top,UK1,Offshore,UK1-O,UK1-O_768,ssid,2017,Irma,Fall,run1,0.414188503
175,769,75,2.333293578,3.956205803,Rocky Top,UK1,Offshore,UK1-O,UK1-O_769,ssid,2017,Irma,Fall,run1,0.540428489
176,770,120,2.006156306,2.676920984,Rocky Top,UK1,Offshore,UK1-O,UK1-O_770,ssid,2017,Irma,Fall,run1,0.419041204
177,771,903,4.86262396,24.3515863,Rocky Top,UK1,Offshore,UK1-O,UK1-O_771,ssid,2017,Irma,Fall,run1,0.714490478
178,772,585,3.934128166,8.657152802,Rocky Top,UK1,Offshore,UK1-O,UK1-O_772,ssid,2017,Irma,Fall,run1,0.617446301
179,798,607,4.999913494,53.9782551,Carysfort,UK2,Offshore,UK2-O,UK2-O_798,ssid,2017,Irma,Fall,run1,0.780196775
180,8,107,3.00076417,10.15195839,E Sambo,LK1,Offshore,LK1-O,LK1-O_8,ssid,2015,Pre,Spring,run1,0.642172927
181,800,697,5.88281032,180.3676596,Carysfort,UK2,Offshore,UK2-O,UK2-O_800,ssid,2017,Irma,Fall,run1,0.898579982
182,801,66,1.740729488,2.447570034,Basin Hill,UK2,Inshore,UK2-I,UK2-I_801,ssid,2017,Irma,Fall,run1,0.415482801
183,808,115,2.347563282,3.501031316,Basin Hill,UK2,Inshore,UK2-I,UK2-I_808,ssid,2017,Irma,Fall,run1,0.49475171
184,809,444,4.326452876,8.790476316,Basin Hill,UK2,Inshore,UK2-I,UK2-I_809,ssid,2017,Irma,Fall,run1,0.709740386
185,81,978,5.738608815,119.5485595,Cheeca Rocks,UK1,Inshore,UK1-I,UK1-I_81,srad,2015,Pre,Spring,run1,0.833432686
186,82,1199,6.005570673,41.4690855,Cheeca Rocks,UK1,Inshore,UK1-I,UK1-I_82,srad,2015,Pre,Spring,run1,0.84713848
187,820,103,2.149126215,4.088552853,Carysfort,UK2,Offshore,UK2-O,UK2-O_820,ssid,2017,Irma,Fall,run1,0.463700514
188,821,167,3.098592326,5.962497807,Basin Hill,UK2,Inshore,UK2-I,UK2-I_821,ssid,2017,Irma,Fall,run1,0.605431042
189,822,94,2.316194238,3.375528546,Basin Hill,UK2,Inshore,UK2-I,UK2-I_822,ssid,2017,Irma,Fall,run1,0.509804965
190,823,167,3.440712531,9.224833254,Basin Hill,UK2,Inshore,UK2-I,UK2-I_823,ssid,2017,Irma,Fall,run1,0.672277587
191,824,93,2.759414612,6.473793596,Basin Hill,UK2,Inshore,UK2-I,UK2-I_824,ssid,2017,Irma,Fall,run1,0.608792949
192,825,64,1.582842247,2.110290974,Basin Hill,UK2,Inshore,UK2-I,UK2-I_825,ssid,2017,Irma,Fall,run1,0.38059311
